accident_no,accident_date,accident_time,day_week_desc,accident_type_desc,severity,speed_zone,rma,road_geometry_desc,lga_name,latitude,longitude,postcode_crash,age_group,sex,inj_level_desc,no_persons_killed,no_persons_inj_2,no_persons_inj_3,year,month,severity_desc
T20230014834,2023-06-22,09:00:00,Thursday,Collision with vehicle,3,60,Arterial Other,Cross intersection,YARRA,-37.77999,144.98668,3068,26-29,M,Other injury,0,0,2,2023,6,Other Injury
T20190022705,2019-11-13,09:10:00,Wednesday,Collision with vehicle,3,40,Local Road,Multiple intersection,MONASH,-37.907253,145.12975,3168,22-25,M,Other injury,0,0,1,2019,11,Other Injury
T20150019606,2015-08-06,20:30:00,Thursday,Collision with vehicle,3,30,Local Road,Not at intersection,MELBOURNE,-37.816914,144.9672,3000,18-21,U,Other injury,0,0,1,2015,8,Other Injury
T20120002655,2012-02-04,07:30:00,Saturday,Collision with vehicle,3,50,Arterial Highway,T intersection,MORNINGTON PENINSULA,-38.357464,144.8989,3939,26-29,M,Other injury,0,0,1,2012,2,Other Injury
T20160027537,2016-12-15,17:30:00,Thursday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.819267,144.96828,3006,26-29,F,Other injury,0,0,1,2016,12,Other Injury
T20240012023,2024-05-12,00:05:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.81506,144.96802,3000,22-25,F,Other injury,0,0,1,2024,5,Other Injury
T20240016639,2024-07-01,17:54:00,Monday,Collision with vehicle,2,50,Local Road,T intersection,DAREBIN,-37.73193,144.9836,3058,50-59,M,Serious injury,0,1,0,2024,7,Serious Injury
T20130003536,2013-02-15,10:00:00,Friday,Collision with vehicle,3,40,Arterial Other,Not at intersection,STONNINGTON,-37.846703,144.99286,3181,30-39,M,Other injury,0,0,1,2013,2,Other Injury
T20210017663,2021-08-15,15:40:00,Sunday,Collision with vehicle,3,60,Local Road,Not at intersection,BANYULE,-37.697968,145.05946,3083,40-49,M,Other injury,0,0,1,2021,8,Other Injury
T20160012394,2016-05-20,16:20:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,KNOX,-37.91616,145.24619,3178,30-39,M,Other injury,0,0,1,2016,5,Other Injury
T20210003582,2021-02-16,05:40:00,Tuesday,No collision and no object struck,3,60,Arterial Other,Not at intersection,STONNINGTON,-37.84217,145.01807,3142,30-39,M,Other injury,0,0,1,2021,2,Other Injury
T20170001566,2017-01-25,19:30:00,Wednesday,Collision with vehicle,3,60,Local Road,T intersection,BRIMBANK,-37.726135,144.85951,3042,40-49,M,Other injury,0,0,1,2017,1,Other Injury
T20240004525,2024-02-22,16:45:00,Thursday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.795216,144.97331,3053,50-59,M,Other injury,0,0,1,2024,2,Other Injury
T20240027073,2024-10-24,08:45:00,Thursday,Collision with vehicle,3,60,Arterial Other,T intersection,YARRA,-37.800297,144.99759,3067,30-39,F,Other injury,0,0,1,2024,10,Other Injury
T20180002180,2018-02-04,18:40:00,Sunday,Collision with vehicle,3,50,Local Road,Cross intersection,MELBOURNE,-37.80322,144.9511,3051,30-39,M,Other injury,0,0,1,2018,2,Other Injury
T20190023045,2019-11-18,17:20:00,Monday,Vehicle overturned (no collision),3,50,Arterial Other,Not at intersection,MELBOURNE,-37.829487,144.9711,3006,26-29,F,Other injury,0,0,1,2019,11,Other Injury
T20240001469,2024-01-19,17:00:00,Friday,Collision with vehicle,3,999,Local Road,T intersection,MORELAND,-37.767975,144.9598,3056,26-29,F,Other injury,0,0,1,2024,1,Other Injury
T20210011223,2021-05-19,07:10:00,Wednesday,Collision with vehicle,2,60,Arterial Other,T intersection,KINGSTON,-37.99212,145.06572,3194,50-59,M,Serious injury,0,1,0,2021,5,Serious Injury
T20210009589,2021-04-29,17:35:00,Thursday,Collision with a fixed object,2,50,Local Road,Not at intersection,MANNINGHAM,-37.768787,145.14233,3106,30-39,F,Serious injury,0,1,0,2021,4,Serious Injury
T20190025644,2019-12-18,13:45:00,Wednesday,Struck Pedestrian,2,40,Local Road,Not at intersection,MELBOURNE,-37.81205,144.96495,3000,Unknown,U,Not injured,0,1,0,2019,12,Serious Injury
T20190000633,2019-01-11,19:15:00,Friday,Collision with vehicle,3,50,Arterial Other,T intersection,KNOX,-37.843136,145.25092,3153,5-12,M,Other injury,0,0,1,2019,1,Other Injury
T20140012438,2014-05-30,19:35:00,Friday,No collision and no object struck,2,60,Local Road,T intersection,PORT PHILLIP,-37.83258,144.9533,3205,22-25,F,Serious injury,0,1,0,2014,5,Serious Injury
T20230018703,2023-08-11,08:50:00,Friday,Collision with vehicle,3,40,Arterial Other,Cross intersection,MELBOURNE,-37.807293,144.96884,3053,30-39,M,Other injury,0,0,1,2023,8,Other Injury
T20140006129,2014-03-22,15:00:00,Saturday,Collision with vehicle,3,888,Local Road,Not at intersection,DAREBIN,-37.73013,144.9987,3072,13-15,M,Other injury,0,0,1,2014,3,Other Injury
T20140002904,2014-02-12,10:00:00,Wednesday,Collision with vehicle,2,60,Arterial Other,T intersection,MORNINGTON PENINSULA,-38.221203,145.03233,3931,70+,M,Serious injury,0,1,0,2014,2,Serious Injury
T20210009769,2021-04-17,11:00:00,Saturday,Collision with vehicle,3,999,Arterial Other,Not at intersection,BANYULE,-37.766335,145.04546,3079,40-49,M,Other injury,0,0,1,2021,4,Other Injury
T20140025115,2014-11-03,14:00:00,Monday,Vehicle overturned (no collision),2,40,Local Road,Not at intersection,YARRA,-37.79668,144.98466,3066,30-39,F,Serious injury,0,1,0,2014,11,Serious Injury
T20130010185,2013-05-15,12:50:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,STONNINGTON,-37.83692,144.99614,3141,65-69,M,Other injury,0,0,1,2013,5,Other Injury
T20160019247,2016-09-02,19:30:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,STONNINGTON,-37.85117,145.01456,3143,13-15,M,Other injury,0,0,1,2016,9,Other Injury
T20190009964,2019-05-20,08:55:00,Monday,Collision with vehicle,3,40,Arterial Other,Not at intersection,YARRA,-37.82183,144.99861,3121,30-39,F,Other injury,0,0,1,2019,5,Other Injury
T20140025656,2014-12-11,15:30:00,Thursday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.82255,144.96956,3006,22-25,M,Other injury,0,0,1,2014,12,Other Injury
T20180000103,2017-12-23,10:10:00,Saturday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MOONEE VALLEY,-37.769382,144.92566,3039,50-59,M,Other injury,0,0,1,2017,12,Other Injury
T20120010580,2012-05-05,13:50:00,Saturday,Collision with vehicle,3,50,Local Road,T intersection,MARIBYRNONG,-37.798733,144.89053,3011,22-25,F,Other injury,0,0,1,2012,5,Other Injury
T20240016055,2024-06-07,12:19:00,Friday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MORELAND,-37.77589,144.96065,3056,30-39,M,Other injury,0,0,1,2024,6,Other Injury
T20120020686,2012-09-11,08:20:00,Tuesday,Struck Pedestrian,3,60,Arterial Other,T intersection,MOONEE VALLEY,-37.76995,144.92587,3039,30-39,M,Not injured,0,0,1,2012,9,Other Injury
T20150007467,2015-04-09,07:05:00,Thursday,Collision with vehicle,2,60,Arterial Other,Cross intersection,BOROONDARA,-37.814476,145.09491,3127,50-59,M,Serious injury,0,1,0,2015,4,Serious Injury
T20210023808,2021-11-24,08:32:00,Wednesday,Collision with vehicle,2,40,Local Road,T intersection,PORT PHILLIP,-37.828716,144.96233,3205,60-64,M,Serious injury,0,1,0,2021,11,Serious Injury
T20200009389,2020-04-17,16:00:00,Friday,Collision with vehicle,3,60,Local Road,T intersection,FRANKSTON,-38.14286,145.12569,3199,50-59,F,Other injury,0,0,1,2020,4,Other Injury
T20210008790,2021-04-20,11:00:00,Tuesday,Struck Pedestrian,2,40,Local Road,Cross intersection,MELBOURNE,-37.8092,144.96922,3000,30-39,M,Not injured,0,1,0,2021,4,Serious Injury
T20240023966,2024-09-20,09:30:00,Friday,Collision with vehicle,3,999,Local Road,Not at intersection,BAYSIDE,-37.911114,144.98894,3186,18-21,M,Other injury,0,0,1,2024,9,Other Injury
T20150004698,2015-03-05,07:08:00,Thursday,Collision with vehicle,3,60,Arterial Highway,Multiple intersection,MELBOURNE,-37.787704,144.92525,3031,30-39,F,Other injury,0,0,1,2015,3,Other Injury
T20230007629,2023-03-28,17:30:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.809555,144.98615,3002,30-39,M,Other injury,0,0,1,2023,3,Other Injury
T20200008644,2020-04-25,14:30:00,Saturday,No collision and no object struck,3,50,Local Road,Cross intersection,DAREBIN,-37.715008,145.01831,3073,30-39,F,Other injury,0,0,1,2020,4,Other Injury
T20230013818,2023-06-05,13:00:00,Monday,Struck Pedestrian,3,40,Arterial Other,Not at intersection,FRANKSTON,-38.14667,145.13548,3199,70+,F,Other injury,0,0,1,2023,6,Other Injury
T20160016012,2016-07-21,15:20:00,Thursday,Collision with vehicle,3,40,Local Road,Not at intersection,DANDENONG,-37.94814,145.18748,3174,13-15,F,Other injury,0,0,1,2016,7,Other Injury
T20250019459,2025-07-23,08:00:00,Wednesday,No collision and no object struck,3,40,Local Road,Not at intersection,YARRA,-37.78349,144.98553,3068,40-49,F,Other injury,0,0,1,2025,7,Other Injury
T20120021538,2012-09-16,09:30:00,Sunday,Collision with vehicle,3,999,Arterial Other,T intersection,MELBOURNE,-37.78188,144.91597,3032,30-39,M,Other injury,0,0,1,2012,9,Other Injury
T20150025400,2015-12-04,15:00:00,Friday,Collision with vehicle,2,40,Local Road,Not at intersection,MELBOURNE,-37.80949,144.96936,3000,40-49,M,Serious injury,0,1,0,2015,12,Serious Injury
T20210015985,2021-07-09,19:25:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,MORELAND,-37.771145,144.97176,3057,40-49,M,Other injury,0,0,1,2021,7,Other Injury
T20160026867,2016-12-13,06:44:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.83097,144.97139,3004,30-39,M,Other injury,0,0,1,2016,12,Other Injury
T20120026721,2012-11-28,18:30:00,Wednesday,Collision with vehicle,3,40,Local Road,T intersection,STONNINGTON,-37.84474,144.99455,3141,26-29,F,Other injury,0,0,1,2012,11,Other Injury
T20130003204,2013-02-14,15:08:00,Thursday,Collision with vehicle,3,60,Arterial Highway,T intersection,YARRA,-37.79358,144.98048,3065,18-21,F,Other injury,0,0,1,2013,2,Other Injury
T20190009046,2019-05-14,10:00:00,Tuesday,Collision with vehicle,2,999,Local Road,Cross intersection,BAYSIDE,-37.892868,145.00023,3186,70+,M,Serious injury,0,1,0,2019,5,Serious Injury
T20220012970,2022-04-09,17:00:00,Saturday,Collision with vehicle,3,40,Arterial Other,T intersection,YARRA,-37.814674,145.00919,3121,40-49,M,Other injury,0,0,1,2022,4,Other Injury
T20210010359,2021-05-08,13:56:00,Saturday,Collision with vehicle,3,60,Local Road,Cross intersection,HUME,-37.63679,144.93259,3064,50-59,M,Other injury,0,0,1,2021,5,Other Injury
T20120016891,2012-07-23,15:40:00,Monday,No collision and no object struck,3,40,Arterial Other,Not at intersection,NILLUMBIK,-37.72448,145.14609,3095,5-12,M,Other injury,0,0,2,2012,7,Other Injury
T20140015720,2014-06-19,14:00:00,Thursday,Collision with vehicle,3,60,Arterial Other,Cross intersection,BOROONDARA,-37.787506,145.06503,3104,30-39,M,Other injury,0,0,1,2014,6,Other Injury
T20160010512,2016-05-05,18:30:00,Thursday,Collision with vehicle,3,999,Local Road,Not at intersection,STONNINGTON,-37.844418,144.99463,3141,26-29,F,Other injury,0,0,1,2016,5,Other Injury
T20130011250,2013-05-31,09:18:00,Friday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.812283,144.96227,3000,30-39,F,Other injury,0,0,1,2013,5,Other Injury
T20150001926,2015-01-28,09:13:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MELBOURNE,-37.7981,144.95308,3052,30-39,M,Other injury,0,0,1,2015,1,Other Injury
T20250012614,2025-05-11,18:00:00,Sunday,Collision with vehicle,3,50,Local Road,T intersection,WYNDHAM,-37.909706,144.77528,3030,5-12,F,Other injury,0,0,1,2025,5,Other Injury
T20120020154,2012-09-03,16:15:00,Monday,Collision with vehicle,2,60,Local Road,Cross intersection,MORNINGTON PENINSULA,-38.217422,145.048,3931,70+,F,Serious injury,0,1,0,2012,9,Serious Injury
T20120004908,2012-02-28,20:25:00,Tuesday,Collision with vehicle,3,60,Local Road,Not at intersection,DAREBIN,-37.778908,145.02885,3078,40-49,M,Other injury,0,0,1,2012,2,Other Injury
T20160018205,2016-07-20,15:30:00,Wednesday,Collision with vehicle,3,50,Local Road,Not at intersection,DAREBIN,-37.713398,145.04329,3083,13-15,M,Other injury,0,0,1,2016,7,Other Injury
T20160008297,2016-04-15,17:15:00,Friday,Collision with vehicle,3,999,Local Road,T intersection,MELBOURNE,-37.79557,144.97084,3053,50-59,M,Other injury,0,0,2,2016,4,Other Injury
T20120026506,2012-11-26,14:50:00,Monday,Collision with vehicle,3,80,Arterial Highway,T intersection,KINGSTON,-37.975853,145.06596,3194,50-59,M,Other injury,0,0,1,2012,11,Other Injury
T20170016340,2017-08-23,06:08:00,Wednesday,No collision and no object struck,2,60,Arterial Other,Not at intersection,BAYSIDE,-37.96924,145.01196,3193,70+,M,Other injury,0,1,1,2017,8,Serious Injury
T20170016340,2017-08-23,06:08:00,Wednesday,No collision and no object struck,2,60,Arterial Other,Not at intersection,BAYSIDE,-37.96924,145.01196,3193,40-49,M,Serious injury,0,1,1,2017,8,Serious Injury
T20230027231,2023-11-16,13:00:00,Thursday,Collision with vehicle,3,40,Local Road,T intersection,STONNINGTON,-37.849205,144.99376,3181,18-21,M,Other injury,0,0,1,2023,11,Other Injury
T20220019884,2022-09-03,02:21:00,Saturday,Collision with vehicle,3,50,Arterial Other,T intersection,MELBOURNE,-37.808434,144.95569,3000,40-49,M,Other injury,0,0,1,2022,9,Other Injury
T20210004078,2021-02-20,15:30:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,CASEY,-38.069893,145.26013,3975,13-15,M,Other injury,0,0,1,2021,2,Other Injury
T20120019009,2012-08-13,06:40:00,Monday,Collision with vehicle,3,50,Local Road,T intersection,MONASH,-37.870197,145.1001,3147,50-59,M,Other injury,0,0,1,2012,8,Other Injury
T20150000093,2015-01-02,12:05:00,Friday,No collision and no object struck,3,60,Local Road,Cross intersection,MELBOURNE,-37.812546,144.96518,3000,26-29,M,Other injury,0,0,1,2015,1,Other Injury
T20120020594,2012-09-09,18:56:00,Sunday,Collision with vehicle,3,60,Arterial Other,Not at intersection,YARRA,-37.7818,144.97781,3068,22-25,F,Other injury,0,0,1,2012,9,Other Injury
T20160003580,2016-02-17,13:45:00,Wednesday,Collision with vehicle,3,50,,Not at intersection,MORELAND,-37.7797,144.9747,3054,26-29,M,Other injury,0,0,1,2016,2,Other Injury
T20150018675,2015-09-08,12:01:00,Tuesday,Collision with vehicle,2,60,Arterial Other,Not at intersection,BAYSIDE,-37.92559,144.98718,3186,40-49,M,Serious injury,0,1,0,2015,9,Serious Injury
T20130002563,2013-02-06,08:15:00,Wednesday,Collision with vehicle,3,40,Arterial Highway,Not at intersection,MELBOURNE,-37.788025,144.92825,3031,26-29,F,Other injury,0,0,1,2013,2,Other Injury
T20200007189,2020-03-29,10:40:00,Sunday,Collision with vehicle,3,60,Arterial Other,Cross intersection,WHITTLESEA,-37.651882,145.02371,3076,26-29,M,Other injury,0,0,1,2020,3,Other Injury
T20150021020,2015-10-08,07:11:00,Thursday,Collision with vehicle,2,60,Arterial Other,T intersection,BAYSIDE,-37.899277,144.98927,3186,40-49,F,Serious injury,0,1,0,2015,10,Serious Injury
T20120001104,2012-01-16,09:40:00,Monday,Collision with vehicle,3,40,Arterial Other,Cross intersection,YARRA,-37.798958,144.98427,3066,26-29,F,Other injury,0,0,1,2012,1,Other Injury
T20140001822,2014-01-21,17:15:00,Tuesday,Collision with vehicle,2,50,Local Road,Not at intersection,MELBOURNE,-37.79511,144.96489,3053,30-39,F,Serious injury,0,1,0,2014,1,Serious Injury
T20220000307,2022-01-06,04:00:00,Thursday,Collision with vehicle,1,80,Arterial Other,Cross intersection,CASEY,-38.02847,145.26877,3976,50-59,M,Fatality,1,0,0,2022,1,Fatal
T20190001242,2019-01-21,13:20:00,Monday,Collision with vehicle,2,60,Arterial Other,Not at intersection,MORELAND,-37.766808,144.96217,3056,30-39,M,Serious injury,0,1,0,2019,1,Serious Injury
T20140015453,2014-07-27,10:50:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.794796,144.93329,3031,26-29,F,Other injury,0,0,1,2014,7,Other Injury
T20210020969,2021-10-17,10:00:00,Sunday,collision with some other object,2,60,Arterial Other,Not at intersection,HOBSONS BAY,-37.82717,144.89493,3015,70+,M,Serious injury,0,1,0,2021,10,Serious Injury
T20170006129,2017-03-10,07:30:00,Friday,Collision with vehicle,3,40,Local Road,Not at intersection,YARRA,-37.80793,144.97685,3065,30-39,M,Other injury,0,0,1,2017,3,Other Injury
T20220020177,2022-09-07,06:30:00,Wednesday,Collision with vehicle,2,50,Local Road,Not at intersection,YARRA,-37.82806,145.00932,3121,30-39,M,Serious injury,0,1,0,2022,9,Serious Injury
T20160014445,2016-07-03,10:50:00,Sunday,Collision with vehicle,2,50,Local Road,Cross intersection,KNOX,-37.87527,145.225,3152,40-49,M,Serious injury,0,1,0,2016,7,Serious Injury
T20140013903,2014-07-03,18:15:00,Thursday,Collision with vehicle,2,60,Arterial Other,Not at intersection,MELBOURNE,-37.832104,144.97171,3004,22-25,F,Serious injury,0,1,0,2014,7,Serious Injury
T20130005910,2013-03-19,13:12:00,Tuesday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.813118,144.96265,3000,22-25,F,Other injury,0,0,1,2013,3,Other Injury
T20210005981,2021-03-17,17:30:00,Wednesday,Collision with vehicle,3,60,Arterial Highway,T intersection,MELBOURNE,-37.787704,144.92525,3031,18-21,F,Other injury,0,0,1,2021,3,Other Injury
T20220014430,2022-06-27,07:25:00,Monday,Collision with vehicle,3,50,Local Road,T intersection,KNOX,-37.8566,145.24854,3152,50-59,F,Other injury,0,0,1,2022,6,Other Injury
T20140023575,2014-11-13,15:30:00,Thursday,Collision with vehicle,2,999,Arterial Other,Not at intersection,MELBOURNE,-37.8375,144.97601,3004,60-64,M,Serious injury,0,1,0,2014,11,Serious Injury
T20160010735,2016-05-15,11:00:00,Sunday,Collision with vehicle,3,60,Arterial Highway,T intersection,KINGSTON,-38.04163,145.11032,3196,30-39,M,Other injury,0,0,1,2016,5,Other Injury
T20180005642,2018-03-25,09:15:00,Sunday,Collision with vehicle,2,999,Local Road,Not at intersection,MELBOURNE,-37.81733,144.94597,3008,50-59,M,Serious injury,0,1,0,2018,3,Serious Injury
T20140000067,2013-12-10,20:20:00,Tuesday,Collision with vehicle,3,60,Local Road,Cross intersection,BOROONDARA,-37.83016,145.07428,3126,18-21,M,Other injury,0,0,1,2013,12,Other Injury
T20160003291,2016-02-14,10:48:00,Sunday,Collision with vehicle,2,60,Arterial Other,Not at intersection,MORELAND,-37.78,144.97818,3068,30-39,M,Serious injury,0,1,0,2016,2,Serious Injury
T20180020443,2018-10-31,15:50:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,MELBOURNE,-37.80133,144.95316,3051,5-12,M,Other injury,0,0,1,2018,10,Other Injury
T20150005286,2015-03-12,09:00:00,Thursday,Collision with vehicle,2,40,Local Road,T intersection,FRANKSTON,-38.117336,145.15968,3200,40-49,F,Serious injury,0,1,0,2015,3,Serious Injury
T20200019049,2020-10-27,17:30:00,Tuesday,Collision with vehicle,2,60,Local Road,T intersection,YARRA,-37.804092,144.97748,3065,30-39,M,Serious injury,0,1,1,2020,10,Serious Injury
T20220017150,2022-08-01,08:40:00,Monday,Collision with vehicle,3,999,Local Road,Not at intersection,MOONEE VALLEY,-37.7103,144.89209,3041,40-49,M,Other injury,0,0,1,2022,8,Other Injury
T20230012503,2023-05-28,12:00:00,Sunday,Collision with vehicle,3,50,Local Road,Cross intersection,BOROONDARA,-37.828327,145.09093,3127,26-29,M,Other injury,0,0,1,2023,5,Other Injury
T20120024931,2012-11-03,23:00:00,Saturday,Collision with vehicle,3,50,Local Road,T intersection,MORELAND,-37.76352,144.9638,3056,30-39,F,Other injury,0,0,1,2012,11,Other Injury
T20250014659,2025-05-31,21:43:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,MERRI-BEK,-37.76187,144.94531,3055,40-49,M,Not injured,0,0,1,2025,5,Other Injury
