accident_no,accident_date,accident_time,day_week_desc,accident_type_desc,severity,speed_zone,rma,road_geometry_desc,lga_name,latitude,longitude,postcode_crash,age_group,sex,inj_level_desc,no_persons_killed,no_persons_inj_2,no_persons_inj_3,year,month,severity_desc
T20170013825,2017-07-10,18:15:00,Monday,Collision with vehicle,3,60,Arterial Other,Not at intersection,YARRA,-37.78964,144.9885,3068,40-49,M,Other injury,0,0,1,2017,7,Other Injury
T20240006875,2024-03-07,08:45:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,MELBOURNE,-37.800755,144.96994,3053,30-39,F,Other injury,0,0,1,2024,3,Other Injury
T20250012335,2025-05-09,07:50:00,Friday,Collision with vehicle,2,80,Arterial Other,T intersection,KINGSTON,-38.017117,145.10999,3195,50-59,M,Serious injury,0,1,0,2025,5,Serious Injury
T20210026429,2021-12-23,16:20:00,Thursday,Collision with vehicle,3,60,Local Road,Not at intersection,WHITTLESEA,-37.6787,144.99889,3074,13-15,M,Other injury,0,0,1,2021,12,Other Injury
T20190017043,2019-09-04,06:15:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MONASH,-37.89026,145.17628,3150,40-49,M,Other injury,0,0,1,2019,9,Other Injury
T20220022991,2022-10-11,19:23:00,Tuesday,Collision with vehicle,2,50,Local Road,T intersection,BOROONDARA,-37.85668,145.08337,3146,30-39,M,Serious injury,0,1,0,2022,10,Serious Injury
T20190012398,2019-07-04,08:10:00,Thursday,Collision with vehicle,3,50,,T intersection,MARIBYRNONG,-37.80731,144.89687,3011,50-59,M,Other injury,0,0,1,2019,7,Other Injury
T20220010701,2022-05-09,17:00:00,Monday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.818478,144.9562,3000,30-39,M,Other injury,0,0,1,2022,5,Other Injury
T20140024366,2014-11-17,16:45:00,Monday,Collision with vehicle,3,60,Arterial Highway,Not at intersection,MORNINGTON PENINSULA,-38.346992,144.93187,3938,30-39,F,Other injury,0,0,1,2014,11,Other Injury
T20120017757,2012-08-03,18:05:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.78099,144.91086,3032,50-59,M,Other injury,0,0,1,2012,8,Other Injury
T20220008607,2022-04-17,12:36:00,Sunday,Collision with vehicle,3,50,Arterial Other,T intersection,GLEN EIRA,-37.925526,145.05803,3165,40-49,M,Other injury,0,0,1,2022,4,Other Injury
T20230023699,2023-10-11,08:30:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Cross intersection,MORELAND,-37.777096,144.96043,3056,65-69,F,Other injury,0,0,1,2023,10,Other Injury
T20140017301,2014-08-20,07:00:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,WHITEHORSE,-37.83556,145.11174,3128,26-29,M,Other injury,0,0,1,2014,8,Other Injury
T20160007233,2016-04-03,09:15:00,Sunday,Vehicle overturned (no collision),3,60,Arterial Other,Not at intersection,BAYSIDE,-37.99155,145.03003,3193,50-59,M,Other injury,0,0,2,2016,4,Other Injury
T20160007233,2016-04-03,09:15:00,Sunday,Vehicle overturned (no collision),3,60,Arterial Other,Not at intersection,BAYSIDE,-37.99155,145.03003,3193,30-39,M,Other injury,0,0,2,2016,4,Other Injury
T20250002340,2025-01-28,18:10:00,Tuesday,Collision with vehicle,3,70,Arterial Highway,Cross intersection,DAREBIN,-37.751713,144.99525,3071,30-39,M,Other injury,0,0,1,2025,1,Other Injury
T20130016495,2013-08-08,14:30:00,Thursday,Collision with vehicle,2,50,Local Road,T intersection,DAREBIN,-37.70553,144.99428,3073,50-59,M,Serious injury,0,1,0,2013,8,Serious Injury
T20140017224,2014-04-29,18:00:00,Tuesday,Collision with vehicle,3,50,Local Road,T intersection,WHITEHORSE,-37.82993,145.14871,3130,26-29,M,Other injury,0,0,1,2014,4,Other Injury
T20220029625,2022-12-20,07:15:00,Tuesday,Collision with vehicle,3,40,Arterial Other,Cross intersection,YARRA,-37.82784,145.00722,3121,30-39,F,Other injury,0,0,1,2022,12,Other Injury
T20230009570,2023-04-24,18:30:00,Monday,Collision with vehicle,2,40,Local Road,Not at intersection,STONNINGTON,-37.848667,144.99385,3181,18-21,M,Serious injury,0,1,0,2023,4,Serious Injury
T20130015852,2013-07-31,18:00:00,Wednesday,Struck Pedestrian,3,50,Arterial Other,Not at intersection,MARIBYRNONG,-37.80044,144.90546,3011,50-59,F,Other injury,0,0,1,2013,7,Other Injury
T20240010211,2024-04-09,17:00:00,Tuesday,Collision with vehicle,3,50,Local Road,Not at intersection,BRIMBANK,-37.7576,144.79138,3023,50-59,F,Other injury,0,0,1,2024,4,Other Injury
T20120024146,2012-10-26,06:45:00,Friday,Collision with vehicle,3,50,Local Road,Cross intersection,PORT PHILLIP,-37.84016,144.95108,3206,30-39,F,Other injury,0,0,1,2012,10,Other Injury
T20190014904,2019-08-08,18:40:00,Thursday,Collision with vehicle,2,40,Arterial Other,Not at intersection,MOONEE VALLEY,-37.7686,144.92537,3039,26-29,F,Serious injury,0,1,0,2019,8,Serious Injury
T20180019894,2018-10-23,17:45:00,Tuesday,Collision with vehicle,3,60,Arterial Other,T intersection,BOROONDARA,-37.832905,145.0701,3124,40-49,M,Other injury,0,0,2,2018,10,Other Injury
T20140003739,2013-12-20,10:10:00,Friday,Collision with vehicle,3,50,Arterial Other,Not at intersection,GLEN EIRA,-37.88304,145.03578,3162,5-12,F,Other injury,0,0,1,2013,12,Other Injury
T20150024293,2015-11-24,15:15:00,Tuesday,Collision with vehicle,3,40,Local Road,Cross intersection,YARRA,-37.781273,144.96558,3054,5-12,F,Other injury,0,0,1,2015,11,Other Injury
T20160026017,2016-12-02,14:55:00,Friday,No collision and no object struck,2,999,Local Road,T intersection,YARRA,-37.80866,145.00096,3067,50-59,F,Serious injury,0,1,0,2016,12,Serious Injury
T20120010221,2012-04-23,11:00:00,Monday,Collision with vehicle,3,50,Local Road,Cross intersection,MORELAND,-37.775436,144.9672,3056,50-59,M,Other injury,0,0,1,2012,4,Other Injury
T20240025879,2024-10-13,17:50:00,Sunday,Collision with vehicle,2,40,Local Road,Cross intersection,MELBOURNE,-37.817642,144.9591,3000,30-39,M,Serious injury,0,1,0,2024,10,Serious Injury
T20180002519,2018-02-09,16:10:00,Friday,Collision with vehicle,2,50,Local Road,Cross intersection,BAYSIDE,-37.94134,145.00719,3188,16-17,F,Serious injury,0,1,0,2018,2,Serious Injury
T20120018630,2012-05-22,09:00:00,Tuesday,No collision and no object struck,3,70,Arterial Other,Not at intersection,MONASH,-37.91008,145.14128,3168,50-59,F,Other injury,0,0,1,2012,5,Other Injury
T20120007896,2012-03-30,12:50:00,Friday,Struck Pedestrian,3,50,Local Road,Cross intersection,MELBOURNE,-37.81156,144.96474,3000,Unknown,U,Not injured,0,0,1,2012,3,Other Injury
T20200023171,2020-12-21,14:00:00,Monday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.813026,144.95586,3000,22-25,M,Other injury,0,0,1,2020,12,Other Injury
T20250010863,2025-04-23,08:20:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,WYNDHAM,-37.850437,144.70636,3029,5-12,M,Other injury,0,0,1,2025,4,Other Injury
T20210012107,2021-05-29,09:20:00,Saturday,collision with some other object,2,70,Arterial Highway,Not at intersection,MONASH,-37.89297,145.08943,3166,40-49,M,Serious injury,0,1,0,2021,5,Serious Injury
T20180002512,2018-02-09,15:29:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,KNOX,-37.859985,145.28757,3155,13-15,M,Other injury,0,0,1,2018,2,Other Injury
T20130004090,2013-02-26,08:00:00,Tuesday,Collision with vehicle,3,70,Arterial Other,Cross intersection,KNOX,-37.849987,145.30702,3155,40-49,M,Other injury,0,0,2,2013,2,Other Injury
T20120009418,2012-04-21,09:15:00,Saturday,Collision with vehicle,3,50,Local Road,Cross intersection,DAREBIN,-37.768124,145.01169,3070,50-59,M,Other injury,0,0,1,2012,4,Other Injury
T20190009719,2019-05-23,09:15:00,Thursday,Collision with vehicle,3,999,Arterial Other,T intersection,MORELAND,-37.716267,144.93361,3046,26-29,F,Other injury,0,0,1,2019,5,Other Injury
T20200021904,2020-12-06,12:35:00,Sunday,Collision with vehicle,3,40,Arterial Other,Not at intersection,YARRA,-37.81072,145.0021,3121,26-29,M,Other injury,0,0,1,2020,12,Other Injury
T20190020482,2019-10-18,17:00:00,Friday,Collision with vehicle,3,999,Local Road,T intersection,WYNDHAM,-37.902668,144.66034,3030,60-64,F,Other injury,0,0,1,2019,10,Other Injury
T20140026611,2014-12-23,10:30:00,Tuesday,Collision with vehicle,3,60,Local Road,Not at intersection,GLEN EIRA,-37.884617,145.00336,3185,26-29,M,Other injury,0,0,1,2014,12,Other Injury
T20160013569,2016-06-21,06:45:00,Tuesday,Collision with vehicle,3,60,Local Road,T intersection,WHITTLESEA,-37.65925,145.05502,3082,30-39,M,Other injury,0,0,1,2016,6,Other Injury
T20250015960,2025-06-15,18:15:00,Sunday,Collision with vehicle,3,70,Arterial Other,T intersection,WHITTLESEA,-37.668026,145.06061,3082,16-17,M,Other injury,0,0,1,2025,6,Other Injury
T20130015270,2013-07-23,10:30:00,Tuesday,No collision and no object struck,2,50,Local Road,T intersection,MONASH,-37.91049,145.14662,3168,26-29,M,Serious injury,0,1,0,2013,7,Serious Injury
T20230019815,2023-08-16,08:15:00,Wednesday,Collision with vehicle,3,50,,Cross intersection,MARIBYRNONG,-37.81218,144.86943,3013,16-17,M,Other injury,0,0,1,2023,8,Other Injury
T20130025125,2013-12-05,18:00:00,Thursday,Collision with vehicle,2,40,Local Road,T intersection,PORT PHILLIP,-37.861336,144.97473,3182,22-25,F,Serious injury,0,1,0,2013,12,Serious Injury
T20160021059,2016-08-24,06:30:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.80066,144.9563,3051,50-59,M,Other injury,0,0,1,2016,8,Other Injury
T20120010917,2012-05-09,18:25:00,Wednesday,Collision with vehicle,3,60,Arterial Other,T intersection,DAREBIN,-37.737064,145.01239,3072,18-21,M,Other injury,0,0,1,2012,5,Other Injury
T20200007851,2020-01-02,16:51:00,Thursday,Collision with vehicle,2,40,Arterial Other,Not at intersection,BAYSIDE,-37.950043,145.00172,3191,30-39,M,Serious injury,0,1,0,2020,1,Serious Injury
T20170011286,2017-06-09,09:50:00,Friday,Collision with vehicle,3,60,Arterial Highway,T intersection,FRANKSTON,-38.08239,145.12395,3198,30-39,M,Other injury,0,0,1,2017,6,Other Injury
T20160020346,2016-09-17,10:45:00,Saturday,Collision with vehicle,3,40,Arterial Highway,Cross intersection,KINGSTON,-38.055855,145.11752,3196,50-59,M,Other injury,0,0,1,2016,9,Other Injury
T20200017308,2020-09-29,08:10:00,Tuesday,Collision with vehicle,2,60,Arterial Other,Y intersection,YARRA RANGES,-37.78917,145.31036,3138,70+,M,Serious injury,0,1,0,2020,9,Serious Injury
T20200004857,2020-02-28,18:20:00,Friday,Collision with vehicle,3,60,Local Road,Not at intersection,MELBOURNE,-37.822777,144.96097,3006,26-29,F,Other injury,0,0,1,2020,2,Other Injury
T20150026103,2015-12-16,09:44:00,Wednesday,Collision with vehicle,3,60,Arterial Other,T intersection,MORELAND,-37.775692,144.94879,3055,40-49,F,Other injury,0,0,1,2015,12,Other Injury
T20150010938,2015-04-29,07:30:00,Wednesday,Collision with vehicle,3,50,Local Road,T intersection,HOBSONS BAY,-37.864243,144.88829,3016,40-49,M,Other injury,0,0,1,2015,4,Other Injury
T20170014574,2017-07-27,20:20:00,Thursday,Collision with vehicle,2,40,Arterial Highway,Cross intersection,STONNINGTON,-37.83832,144.98653,3141,18-21,M,Serious injury,0,1,0,2017,7,Serious Injury
T20250018054,2025-07-04,10:00:00,Friday,Collision with vehicle,3,999,Arterial Other,Not at intersection,MERRI-BEK,-37.77299,144.94931,3055,26-29,F,Other injury,0,0,1,2025,7,Other Injury
T20240027816,2024-08-28,06:56:00,Wednesday,Collision with vehicle,3,50,,Not at intersection,YARRA,-37.781273,144.98816,3068,22-25,M,Other injury,0,0,1,2024,8,Other Injury
T20190021401,2019-10-30,12:05:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,BANYULE,-37.768764,145.04243,3079,65-69,M,Other injury,0,0,1,2019,10,Other Injury
T20240003595,2024-02-12,21:00:00,Monday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MELBOURNE,-37.800816,144.94852,3051,18-21,F,Other injury,0,0,1,2024,2,Other Injury
T20200012687,2020-06-06,09:20:00,Saturday,Collision with vehicle,3,60,Arterial Other,Cross intersection,KNOX,-37.844074,145.30006,3155,26-29,F,Other injury,0,0,1,2020,6,Other Injury
T20190019176,2019-10-02,09:00:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Cross intersection,MELBOURNE,-37.82116,144.95511,3008,65-69,F,Other injury,0,0,1,2019,10,Other Injury
T20240009059,2024-03-25,17:30:00,Monday,Collision with vehicle,3,60,Arterial Other,Cross intersection,STONNINGTON,-37.852276,144.99648,3181,30-39,M,Other injury,0,0,1,2024,3,Other Injury
T20230018876,2023-08-13,09:10:00,Sunday,Collision with vehicle,3,50,Local Road,T intersection,BANYULE,-37.778248,145.0578,3079,65-69,M,Other injury,0,0,1,2023,8,Other Injury
T20200012040,2020-06-21,12:10:00,Sunday,Struck Pedestrian,3,999,Local Road,Y intersection,MORNINGTON PENINSULA,-38.31699,144.69238,3944,30-39,M,Not injured,0,0,1,2020,6,Other Injury
T20140018377,2014-09-03,08:30:00,Wednesday,Collision with vehicle,3,50,Local Road,Not at intersection,MONASH,-37.901333,145.15495,3150,30-39,F,Other injury,0,0,1,2014,9,Other Injury
T20160015352,2016-07-10,16:15:00,Sunday,Collision with vehicle,3,999,Local Road,Cross intersection,MORELAND,-37.776814,144.96696,3056,18-21,F,Other injury,0,0,1,2016,7,Other Injury
T20130012838,2013-06-20,14:20:00,Thursday,Collision with vehicle,3,50,Local Road,Not at intersection,DANDENONG,-37.99184,145.17442,3173,65-69,M,Other injury,0,0,1,2013,6,Other Injury
T20130015683,2013-07-30,06:45:00,Tuesday,Collision with vehicle,2,50,Local Road,T intersection,DAREBIN,-37.76517,144.99948,3070,30-39,F,Serious injury,0,1,0,2013,7,Serious Injury
T20170017672,2017-08-28,18:10:00,Monday,Collision with vehicle,2,60,Local Road,T intersection,PORT PHILLIP,-37.834957,144.94937,3205,40-49,U,Serious injury,0,1,0,2017,8,Serious Injury
T20160003707,2016-01-19,16:30:00,Tuesday,Collision with vehicle,3,80,Arterial Other,Multiple intersection,HOBSONS BAY,-37.84573,144.7812,3026,40-49,M,Other injury,0,0,1,2016,1,Other Injury
T20180007907,2018-04-27,09:47:00,Friday,Collision with vehicle,2,60,Arterial Other,Not at intersection,YARRA,-37.79168,144.9796,3068,50-59,F,Serious injury,0,1,0,2018,4,Serious Injury
T20180002901,2018-02-14,16:35:00,Wednesday,Collision with vehicle,3,50,Local Road,Multiple intersection,MELBOURNE,-37.79925,144.97263,3053,26-29,M,Other injury,0,0,1,2018,2,Other Injury
T20170023753,2017-12-12,18:00:00,Tuesday,Collision with vehicle,2,50,Local Road,T intersection,MELBOURNE,-37.78099,144.96278,3054,30-39,M,Serious injury,0,1,0,2017,12,Serious Injury
T20160004355,2015-12-12,10:15:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,DAREBIN,-37.76602,145.00272,3070,70+,F,Other injury,0,0,1,2015,12,Other Injury
T20150008950,2015-04-28,14:10:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.837708,144.97609,3004,40-49,M,Other injury,0,0,1,2015,4,Other Injury
T20140004271,2014-03-01,11:30:00,Saturday,Collision with vehicle,2,60,Arterial Other,Not at intersection,YARRA RANGES,-37.809753,145.37204,3765,50-59,M,Serious injury,0,1,0,2014,3,Serious Injury
T20130014792,2013-06-26,10:00:00,Wednesday,Collision with vehicle,2,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.88346,144.97897,3184,65-69,M,Serious injury,0,1,0,2013,6,Serious Injury
T20250016232,2025-06-18,16:56:00,Wednesday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.80114,144.95146,3051,50-59,F,Other injury,0,0,1,2025,6,Other Injury
T20250015218,2025-05-29,08:30:00,Thursday,Collision with vehicle,3,999,Local Road,T intersection,DAREBIN,-37.724213,145.0616,3085,40-49,M,Other injury,0,0,1,2025,5,Other Injury
T20150011988,2014-11-05,19:10:00,Wednesday,Collision with vehicle,3,50,Arterial Other,Cross intersection,MELBOURNE,-37.80709,144.94698,3003,22-25,M,Other injury,0,0,1,2014,11,Other Injury
T20210018211,2021-08-26,10:52:00,Thursday,Collision with vehicle,3,50,Local Road,Cross intersection,MORELAND,-37.74812,144.96848,3058,50-59,F,Other injury,0,0,1,2021,8,Other Injury
T20170023850,2017-12-11,15:00:00,Monday,Collision with vehicle,3,50,Arterial Other,Not at intersection,MORELAND,-37.77045,144.97972,3057,22-25,M,Other injury,0,0,1,2017,12,Other Injury
T20140003946,2013-11-07,12:55:00,Thursday,Collision with vehicle,3,999,Local Road,Not at intersection,YARRA,-37.794914,144.98079,3065,30-39,F,Other injury,0,0,2,2013,11,Other Injury
T20230005500,2023-02-26,17:50:00,Sunday,Collision with vehicle,3,50,Local Road,T intersection,STONNINGTON,-37.83752,145.01141,3142,50-59,F,Other injury,0,0,1,2023,2,Other Injury
T20210004582,2021-02-07,06:40:00,Sunday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.81549,144.96654,3000,26-29,F,Other injury,0,0,1,2021,2,Other Injury
T20230015974,2023-07-09,18:00:00,Sunday,Collision with vehicle,3,50,Local Road,Cross intersection,MORELAND,-37.761395,144.95287,3056,26-29,F,Other injury,0,0,1,2023,7,Other Injury
T20250018077,2025-07-07,17:43:00,Monday,Collision with vehicle,3,60,Local Road,Not at intersection,FRANKSTON,-38.164955,145.18846,3910,5-12,M,Other injury,0,0,1,2025,7,Other Injury
T20200006516,2020-03-18,13:41:00,Wednesday,Collision with vehicle,1,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.855976,144.98251,3182,22-25,F,Fatality,1,0,0,2020,3,Fatal
T20130017395,2013-08-21,08:00:00,Wednesday,Collision with vehicle,3,60,Arterial Highway,T intersection,PORT PHILLIP,-37.88055,144.99493,3185,40-49,M,Other injury,0,0,1,2013,8,Other Injury
T20220000896,2022-01-15,18:30:00,Saturday,Collision with vehicle,3,60,Arterial Other,T intersection,BOROONDARA,-37.82313,145.03525,3122,50-59,M,Other injury,0,0,1,2022,1,Other Injury
T20130014853,2013-07-16,12:30:00,Tuesday,Collision with vehicle,2,40,Arterial Other,Not at intersection,YARRA,-37.81771,144.99933,3121,22-25,F,Serious injury,0,1,0,2013,7,Serious Injury
T20150025692,2015-12-10,17:45:00,Thursday,Collision with vehicle,3,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.85202,144.95732,3206,22-25,M,Other injury,0,0,1,2015,12,Other Injury
T20230008272,2023-04-08,04:57:00,Saturday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MELBOURNE,-37.816845,144.95312,3008,22-25,M,Other injury,0,0,1,2023,4,Other Injury
T20230008272,2023-04-08,04:57:00,Saturday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MELBOURNE,-37.816845,144.95312,3008,22-25,M,Other injury,0,0,1,2023,4,Other Injury
T20210024817,2021-12-05,10:25:00,Sunday,Collision with vehicle,3,50,Local Road,Not at intersection,HOBSONS BAY,-37.86757,144.88666,3016,30-39,M,Other injury,0,0,1,2021,12,Other Injury
T20190002567,2018-12-12,07:23:00,Wednesday,Vehicle overturned (no collision),3,50,Local Road,Cross intersection,BANYULE,-37.754353,145.06749,3084,50-59,M,Other injury,0,0,1,2018,12,Other Injury
T20210012482,2021-05-26,17:30:00,Wednesday,Collision with vehicle,3,999,Arterial Highway,Not at intersection,BANYULE,-37.726444,145.08003,3085,30-39,M,Not injured,0,0,1,2021,5,Other Injury
T20210003741,2021-02-19,16:29:00,Friday,Collision with vehicle,3,999,Arterial Other,Not at intersection,MOONEE VALLEY,-37.777122,144.91145,3032,30-39,F,Other injury,0,0,1,2021,2,Other Injury
T20140015294,2014-07-24,08:30:00,Thursday,Collision with vehicle,3,50,Local Road,Cross intersection,MORELAND,-37.751995,144.97113,3058,30-39,F,Other injury,0,0,1,2014,7,Other Injury
T20200019361,2020-11-03,09:57:00,Tuesday,Collision with vehicle,3,50,Local Road,Cross intersection,WHITTLESEA,-37.59322,145.13168,3754,40-49,M,Other injury,0,0,1,2020,11,Other Injury
T20150006654,2015-03-29,10:30:00,Sunday,Collision with vehicle,2,40,Local Road,T intersection,STONNINGTON,-37.85093,144.9935,3181,40-49,M,Serious injury,0,1,0,2015,3,Serious Injury
T20150006654,2015-03-29,10:30:00,Sunday,Collision with vehicle,2,40,Local Road,T intersection,STONNINGTON,-37.85093,144.9935,3181,30-39,F,Not injured,0,1,0,2015,3,Serious Injury
T20210007037,2021-03-28,08:30:00,Sunday,Collision with vehicle,2,60,Arterial Other,T intersection,MANNINGHAM,-37.756992,145.13028,3106,50-59,M,Serious injury,0,1,0,2021,3,Serious Injury
T20170013811,2017-07-16,11:45:00,Sunday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BAYSIDE,-37.913902,144.98651,3186,65-69,M,Other injury,0,0,1,2017,7,Other Injury
T20210023305,2021-11-17,19:15:00,Wednesday,Collision with vehicle,2,40,Arterial Other,Cross intersection,MELBOURNE,-37.79258,144.97134,3054,30-39,F,Serious injury,0,1,1,2021,11,Serious Injury
T20140008684,2014-04-27,10:00:00,Sunday,Collision with vehicle,3,60,Arterial Other,Not at intersection,GLEN EIRA,-37.870777,145.00957,3161,30-39,M,Other injury,0,0,1,2014,4,Other Injury
T20180014457,2018-08-01,18:30:00,Wednesday,Collision with vehicle,3,50,Local Road,Cross intersection,GLEN EIRA,-37.897427,145.06758,3163,30-39,M,Other injury,0,0,1,2018,8,Other Injury
T20160004566,2016-02-27,16:00:00,Saturday,No collision and no object struck,3,30,Local Road,Cross intersection,MELTON,-37.71011,144.74075,3023,50-59,M,Other injury,0,0,1,2016,2,Other Injury
T20250001451,2025-01-18,06:30:00,Saturday,Collision with vehicle,2,60,Arterial Highway,Not at intersection,KINGSTON,-38.080532,145.12349,3197,50-59,M,Serious injury,0,2,0,2025,1,Serious Injury
T20250001451,2025-01-18,06:30:00,Saturday,Collision with vehicle,2,60,Arterial Highway,Not at intersection,KINGSTON,-38.080532,145.12349,3197,40-49,M,Serious injury,0,2,0,2025,1,Serious Injury
T20250005603,2025-03-01,17:20:00,Saturday,Collision with vehicle,3,30,Local Road,Cross intersection,YARRA,-37.795666,144.98795,3066,30-39,M,Other injury,0,0,1,2025,3,Other Injury
T20230009177,2023-04-20,08:54:00,Thursday,Collision with vehicle,2,50,,Cross intersection,DAREBIN,-37.767338,145.01894,3078,65-69,M,Serious injury,0,1,0,2023,4,Serious Injury
T20250019603,2025-07-24,17:40:00,Thursday,Collision with vehicle,2,60,Local Road,Multiple intersection,MELBOURNE,-37.803925,144.95746,3051,22-25,M,Serious injury,0,1,0,2025,7,Serious Injury
T20120028303,2012-09-23,18:45:00,Sunday,Collision with vehicle,3,50,Local Road,Cross intersection,KINGSTON,-38.034195,145.10645,3196,26-29,M,Other injury,0,0,1,2012,9,Other Injury
T20170014382,2017-07-24,21:00:00,Monday,Collision with vehicle,3,999,Arterial Other,T intersection,YARRA,-37.811855,145.01347,3121,Unknown,U,Other injury,0,0,1,2017,7,Other Injury
T20140006490,2014-03-29,16:05:00,Saturday,Collision with vehicle,3,50,Local Road,T intersection,PORT PHILLIP,-37.86488,144.98769,3182,18-21,U,Other injury,0,0,1,2014,3,Other Injury
T20160027108,2016-12-16,07:50:00,Friday,Collision with vehicle,2,60,Arterial Other,Not at intersection,MARIBYRNONG,-37.77885,144.87512,3012,65-69,M,Serious injury,0,1,0,2016,12,Serious Injury
T20170022814,2017-11-29,08:15:00,Wednesday,Collision with vehicle,2,40,Local Road,Not at intersection,MELBOURNE,-37.818836,144.95496,3000,30-39,M,Serious injury,0,1,0,2017,11,Serious Injury
T20150023932,2015-11-19,09:03:00,Thursday,Collision with vehicle,2,60,Local Road,Not at intersection,MELBOURNE,-37.79863,144.94624,3051,26-29,M,Serious injury,0,1,0,2015,11,Serious Injury
T20140011765,2014-06-07,10:46:00,Saturday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,KINGSTON,-38.055855,145.11752,3196,40-49,M,Other injury,0,0,1,2014,6,Other Injury
T20180008020,2018-04-28,13:35:00,Saturday,Collision with vehicle,3,60,Local Road,Cross intersection,PORT PHILLIP,-37.845062,144.95615,3206,50-59,F,Other injury,0,0,1,2018,4,Other Injury
T20190014116,2019-07-29,16:09:00,Monday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.79788,144.97418,3053,30-39,M,Other injury,0,0,1,2019,7,Other Injury
T20130023905,2013-11-19,15:32:00,Tuesday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,MELBOURNE,-37.812824,144.94296,3008,30-39,F,Other injury,0,0,1,2013,11,Other Injury
T20120010224,2012-04-27,05:50:00,Friday,No collision and no object struck,3,999,Local Road,Not at intersection,BRIMBANK,-37.72323,144.85992,3042,30-39,M,Other injury,0,0,1,2012,4,Other Injury
T20200003522,2020-02-14,13:10:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MELBOURNE,-37.806675,144.96306,3053,26-29,M,Other injury,0,0,1,2020,2,Other Injury
T20220013503,2022-06-08,18:55:00,Wednesday,Collision with vehicle,3,999,Local Road,Cross intersection,MELBOURNE,-37.79774,144.9729,3053,40-49,M,Other injury,0,0,1,2022,6,Other Injury
T20150003089,2015-02-12,18:00:00,Thursday,Collision with vehicle,3,60,Arterial Other,T intersection,WHITEHORSE,-37.830803,145.13954,3130,22-25,F,Other injury,0,0,1,2015,2,Other Injury
T20130008652,2013-04-21,08:50:00,Sunday,Collision with vehicle,3,70,Arterial Other,Cross intersection,CASEY,-38.084476,145.29536,3977,30-39,M,Other injury,0,0,2,2013,4,Other Injury
T20220017773,2022-08-09,07:40:00,Tuesday,Collision with vehicle,2,50,Local Road,T intersection,BANYULE,-37.705055,145.06206,3083,30-39,F,Serious injury,0,1,0,2022,8,Serious Injury
T20190025534,2019-11-14,07:50:00,Thursday,Collision with vehicle,3,60,Local Road,Not at intersection,STONNINGTON,-37.844444,144.99852,3141,30-39,M,Other injury,0,0,1,2019,11,Other Injury
T20220004503,2022-03-01,08:50:00,Tuesday,Collision with vehicle,3,777,Arterial Other,Not at intersection,BANYULE,-37.74267,145.05869,3084,5-12,M,Other injury,0,0,1,2022,3,Other Injury
T20120026007,2012-11-06,11:30:00,Tuesday,No collision and no object struck,3,40,Local Road,Not at intersection,GLEN EIRA,-37.887962,145.03033,3162,50-59,M,Other injury,0,0,1,2012,11,Other Injury
T20170005055,2017-03-13,08:05:00,Monday,Collision with vehicle,3,60,Local Road,Multiple intersection,BANYULE,-37.756786,145.0704,3084,40-49,M,Other injury,0,0,1,2017,3,Other Injury
T20150001916,2015-01-28,08:30:00,Wednesday,Collision with vehicle,3,40,Local Road,Cross intersection,YARRA,-37.800163,144.98718,3066,26-29,M,Other injury,0,0,1,2015,1,Other Injury
T20190023696,2019-11-26,08:20:00,Tuesday,Collision with vehicle,3,40,Local Road,Not at intersection,PORT PHILLIP,-37.85957,144.99193,3182,40-49,F,Other injury,0,0,1,2019,11,Other Injury
T20220019288,2022-08-25,08:25:00,Thursday,Collision with vehicle,3,40,Local Road,Cross intersection,BOROONDARA,-37.829758,145.07086,3124,16-17,F,Other injury,0,0,1,2022,8,Other Injury
